25,3,13,-5,1,0,
25,3,87,-5,1,0,
50,3,13,-5,1,0,
50,3,87,-5,1,0,
75,3,13,-5,1,0,
75,3,87,-5,1,0,
100,3,13,-5,1,0,
100,3,87,-5,1,0,
100,0,20,-50,2,8,
100,0,80,-50,2,1,
125,3,13,-5,1,0,
125,3,87,-5,1,0,
150,3,13,-5,1,0,
150,3,87,-5,1,0,
175,3,13,-5,1,0,
175,3,87,-5,1,0,
200,3,13,-5,1,0,
200,3,87,-5,1,0,
200,0,45,-50,2,1,
200,0,55,-50,2,8,
225,3,13,-5,1,0,
225,3,81,-5,1,0,
250,3,13,-5,1,0,
250,3,75,-5,1,0,
275,3,13,-5,1,0,
275,3,69,-5,1,0,
300,3,13,-5,1,0,
300,3,63,-5,1,0,
300,0,33,-50,3,0,
325,3,13,-5,1,0,
325,3,63,-5,1,0,
350,3,13,-5,1,0,
350,3,63,-5,1,0,
375,3,13,-5,1,0,
375,3,63,-5,1,0,
400,3,13,-5,1,0,
400,3,63,-5,1,0,
400,0,33,-50,3,0,
425,3,13,-5,1,0,
425,3,63,-5,1,0,
450,3,13,-5,1,0,
450,3,63,-5,1,0,
475,3,13,-5,1,0,
475,3,63,-5,1,0,
500,3,13,-5,1,0,
500,3,63,-5,1,0,
500,0,66,-50,3,0,
525,3,13,-5,1,0,
525,3,63,-5,1,0,
550,3,13,-5,1,0,
550,3,63,-5,1,0,
575,3,13,-5,1,0,
575,3,63,-5,1,0,
600,3,13,-5,1,0,
600,3,63,-5,1,0,
600,0,66,-50,3,0,
625,3,13,-5,1,0,
625,3,63,-5,1,0,
650,3,13,-5,1,0,
650,3,63,-5,1,0,
675,3,13,-5,1,0,
675,3,63,-5,1,0,
700,3,13,-5,1,0,
700,3,63,-5,1,0,
700,0,20,-50,4,0,
700,0,30,-50,4,0,
725,3,13,-5,1,0,
725,3,63,-5,1,0,
750,3,13,-5,1,0,
750,3,63,-5,1,0,
775,3,13,-5,1,0,
775,3,63,-5,1,0,
800,3,13,-5,1,0,
800,3,63,-5,1,0,
800,0,80,-50,4,0,
800,0,70,-50,4,0,
825,3,13,-5,1,0,
825,3,63,-5,1,0,
850,3,13,-5,1,0,
850,3,63,-5,1,0,
875,3,13,-5,1,0,
875,3,63,-5,1,0,
900,3,13,-5,1,0,
900,3,63,-5,1,0,
900,1,50,50,3,0,
925,3,13,-5,1,0,
925,3,63,-5,1,0,
950,3,13,-5,1,0,
950,3,63,-5,1,0,
975,3,13,-5,1,0,
975,3,63,-5,1,0,
1000,3,13,-5,1,0,
1000,3,63,-5,1,0,
1000,1,33,-50,1,0,
1000,1,66,-50,3,0,
1025,3,13,-5,1,0,
1025,3,87,-5,1,0,
1050,3,13,-5,1,0,
1050,3,87,-5,1,0,
1075,3,13,-5,1,0,
1075,3,87,-5,1,0,
1100,3,13,-5,1,0,
1100,3,87,-5,1,0,
1100,0,20,-50,2,12,
1100,0,25,-50,2,12,
1125,3,13,-5,1,0,
1125,3,87,-5,1,0,
1150,3,13,-5,1,0,
1150,3,87,-5,1,0,
1175,3,13,-5,1,0,
1175,3,87,-5,1,0,
1200,3,13,-5,1,0,
1200,3,87,-5,1,0,
1200,0,80,-50,2,5,
1200,0,75,-50,2,5,
1225,3,13,-5,1,0,
1225,3,87,-5,1,0,
1250,3,13,-5,1,0,
1250,3,87,-5,1,0,
1275,3,13,-5,1,0,
1275,3,87,-5,1,0,
1300,3,13,-5,1,0,
1300,3,87,-5,1,0,
1300,0,20,-50,2,12,
1300,0,25,-50,2,12,
1325,3,13,-5,1,0,
1325,3,87,-5,1,0,
1350,3,13,-5,1,0,
1350,3,87,-5,1,0,
1375,3,13,-5,1,0,
1375,3,87,-5,1,0,
1400,3,13,-5,1,0,
1400,3,87,-5,1,0,
1400,0,80,-50,2,5,
1400,0,75,-50,2,2,
1425,3,13,-5,1,0,
1425,3,81,-5,1,0,
1450,3,13,-5,1,0,
1450,3,75,-5,1,0,
1475,3,13,-5,1,0,
1475,3,69,-5,1,0,
1500,3,13,-5,1,0,
1500,3,63,-5,1,0,
1500,0,20,-50,4,0,
1500,0,30,-50,4,0,
1525,3,19,-5,1,0,
1525,3,69,-5,1,0,
1550,3,25,-5,1,0,
1550,3,75,-5,1,0,
1575,3,31,-5,1,0,
1575,3,81,-5,1,0,
1600,3,37,-5,1,0,
1600,3,87,-5,1,0,
1600,0,70,-50,4,0,
1600,0,80,-50,4,0,
1625,3,31,-5,1,0,
1625,3,81,-5,1,0,
1650,3,25,-5,1,0,
1650,3,75,-5,1,0,
