100,0,150,-50,1,0,
100,0,220,-60,1,0,
100,0,150,-150,1,0,
100,0,220,-160,1,0,
200,0,850,-50,1,0,
200,0,790,-60,1,0,
200,0,850,-150,1,0,
200,0,790,-160,1,0,
300,0,50,-50,2,8,
300,0,750,-50,2,1,
400,0,460,-50,2,1,
400,0,540,-50,2,8,
500,0,170,-50,1,1,
500,0,230,-60,1,1,
500,0,170,-150,1,0,
500,0,230,-160,1,0,
600,0,830,-50,1,1,
600,0,770,-60,1,1,
600,0,830,-150,1,0,
600,0,770,-160,1,0,
700,0,460,-50,2,1,
700,0,540,-50,2,8,
700,1,512,-50,3,0,
800,0,150,-50,2,8,
800,0,850,-50,2,1,
900,0,170,-100,1,1,
900,0,230,-40,1,1,
900,0,290,-100,1,1,
1000,0,830,-100,1,1,
1000,0,770,-40,1,1,
1000,0,710,-100,1,1,
1100,0,170,-50,2,12,
1100,0,230,-50,2,12,
1200,0,830,-50,2,5,
1200,0,770,-50,2,5,
1300,0,170,-50,2,12,
1300,0,230,-50,2,12,
1400,0,830,-50,2,5,
1400,0,770,-50,2,5,
1500,0,170,-80,1,1,
1500,0,230,-60,1,0,
1500,0,290,-40,1,1,
1500,0,710,-40,1,1,
1500,0,770,-60,1,0,
1500,0,830,-80,1,1,
1600,3,220,-50,2,0,
1600,3,340,-20,2,0,
1600,3,460,-40,2,0,
1600,3,580,-20,2,0,
1600,3,700,-50,2,0,
1700,1,512,-50,2,0,
1800,3,220,-50,2,0,
1800,3,340,-20,2,0,
1800,3,460,-40,2,0,
1800,3,580,-20,2,0,
1800,3,700,-50,2,0,
1900,0,150,-50,1,0,
1900,0,220,-60,1,0,
1900,0,150,-150,1,0,
1900,0,220,-160,1,0,
2000,0,850,-50,1,0,
2000,0,790,-60,1,0,
2000,0,850,-150,1,0,
2000,0,790,-160,1,0,
2100,0,850,-50,2,8,
2100,0,750,-50,2,1,
2200,0,460,-50,2,1,
2200,0,540,-50,2,8,
2300,0,170,-50,1,1,
2300,0,230,-60,1,1,
2300,0,170,-150,1,0,
2300,0,230,-160,1,0,
2400,0,830,-50,1,1,
2400,0,770,-60,1,1,
2400,0,830,-150,1,0,
2400,0,770,-160,1,0,
2500,0,460,-50,2,1,
2500,0,540,-50,2,8,
2600,0,150,-50,2,8,
2600,0,850,-50,2,1,
2700,0,170,-100,1,1,
2700,0,230,-40,1,1,
2700,0,290,-100,1,1,
2700,1,512,-50,1,0,
2800,0,830,-100,1,1,
2800,0,770,-40,1,1,
2800,0,710,-100,1,1,
2900,0,170,-50,2,12,
2900,0,230,-50,2,12,
3000,0,830,-50,2,5,
3000,0,770,-50,2,5,
3100,0,170,-50,2,12,
3100,0,230,-50,2,12,
3200,0,830,-50,2,5,
3200,0,770,-50,2,5,
3300,0,170,-80,1,1,
3300,0,230,-60,1,0,
3300,0,290,-40,1,1,
3300,0,710,-40,1,1,
3300,0,770,-60,1,0,
3300,0,830,-80,1,1,
3400,3,220,-50,2,0,
3400,3,340,-20,2,0,
3400,3,460,-40,2,0,
3400,3,580,-20,2,0,
3400,3,700,-50,2,0,
3500,3,220,-50,2,0,
3500,3,340,-20,2,0,
3500,3,460,-40,2,0,
3500,3,580,-20,2,0,
3500,3,700,-50,2,0,
3700,1,512,-50,2,0,
3800,5,0,0,1,0,
