100,0,40,-100,1,0,
100,0,50,-40,1,0,
100,0,60,-100,1,0,
200,0,20,-50,1,0,
200,0,30,-70,1,0,
200,0,20,-150,1,0,
200,0,30,-170,1,0,
300,0,80,-50,1,0,
300,0,70,-70,1,0,
300,0,80,-150,1,0,
300,0,70,-170,1,0,
400,0,15,-50,2,8,
400,0,85,-50,2,1,
500,0,45,-50,2,1,
500,0,55,-50,2,8,
600,0,20,-50,1,1,
600,0,30,-70,1,1,
600,0,20,-150,1,0,
600,0,30,-170,1,0,
700,0,80,-50,1,1,
700,0,70,-70,1,1,
700,0,80,-150,1,0,
700,0,70,-170,1,0,
800,0,45,-50,2,1,
800,0,55,-50,2,8,
900,0,15,-50,2,8,
900,0,85,-50,2,1,
1000,1,33,-50,1,0,
1000,1,66,-50,3,0,
1100,0,40,-100,1,1,
1100,0,50,-40,1,1,
1100,0,60,-100,1,1,
1200,0,15,-50,2,12,
1200,0,25,-50,2,12,
1300,0,85,-50,2,5,
1300,0,75,-50,2,5,
1400,3,20,-50,3,0,
1400,3,30,-40,3,0,
1400,3,50,-50,3,0,
1400,3,70,-40,3,0,
1400,3,80,-50,3,0,
1500,3,15,-50,3,0,
1500,3,25,-40,3,0,
1500,3,45,-50,3,0,
1500,3,55,-40,3,0,
1500,3,75,-50,3,0,
1500,3,85,-40,3,0,
1600,3,20,-50,3,0,
1600,3,40,-40,3,0,
1600,3,50,-50,3,0,
1600,3,60,-40,3,0,
1600,3,80,-50,3,0,
1700,3,15,-50,3,0,
1700,3,25,-40,3,0,
1700,3,45,-50,3,0,
1700,3,55,-40,3,0,
1700,3,75,-50,3,0,
1700,3,85,-40,3,0,
1800,3,20,-50,3,0,
1800,3,30,-40,3,0,
1800,3,50,-50,3,0,
1800,3,70,-40,3,0,
1800,3,80,-50,3,0,
2000,1,33,-40,2,0,
2000,1,66,-50,3,0,
2100,0,15,-50,2,12,
2100,0,25,-50,2,12,
2200,0,85,-50,2,5,
2200,0,75,-50,2,5,
2300,0,20,-60,1,1,
2300,0,30,-40,1,1,
2300,0,40,-60,1,1,
2400,0,15,-80,1,0,
2400,0,25,-60,1,0,
2400,0,35,-40,1,0,
2400,0,65,-40,1,0,
2400,0,75,-60,1,0,
2400,0,85,-80,1,0,
2500,0,15,-50,2,12,
2500,0,55,-50,2,12,
2600,0,45,-50,2,5,
2600,0,85,-50,2,5,
2800,0,15,-80,1,1,
2800,0,25,-60,1,1,
2800,0,35,-40,1,1,
2800,0,65,-40,1,1,
2800,0,75,-60,1,1,
2800,0,85,-80,1,1,
2900,0,15,-40,1,1,
2900,0,25,-60,1,1,
2900,0,35,-80,1,1,
2900,0,65,-80,1,1,
2900,0,75,-60,1,1,
2900,0,85,-40,1,1,
3000,1,33,-50,1,0,
3000,1,66,-50,2,0,
3100,0,40,-60,1,1,
3100,0,50,-40,1,1,
3100,0,60,-60,1,1,
3200,0,15,-20,1,0,
3200,0,27,-40,1,0,
3200,0,39,-60,1,0,
3200,0,51,-80,1,0,
3200,0,63,-100,1,0,
3200,0,75,-120,1,0,
3300,0,25,-120,1,0,
3300,0,37,-100,1,0,
3300,0,49,-80,1,0,
3300,0,61,-60,1,0,
3300,0,73,-40,1,0,
3300,0,85,-20,1,0,
3400,3,20,-50,3,0,
3400,3,30,-40,3,0,
3400,3,50,-50,3,0,
3400,3,70,-40,3,0,
3400,3,80,-50,3,0,
3500,3,15,-50,3,0,
3500,3,25,-40,3,0,
3500,3,45,-50,3,0,
3500,3,55,-40,3,0,
3500,3,75,-50,3,0,
3500,3,85,-40,3,0,
3600,3,20,-50,3,0,
3600,3,40,-40,3,0,
3600,3,50,-50,3,0,
3600,3,60,-40,3,0,
3600,3,80,-50,3,0,
3700,3,15,-50,3,0,
3700,3,25,-40,3,0,
3700,3,45,-50,3,0,
3700,3,55,-40,3,0,
3700,3,75,-50,3,0,
3700,3,85,-40,3,0,
3800,3,20,-50,3,0,
3800,3,30,-40,3,0,
3800,3,50,-50,3,0,
3800,3,70,-40,3,0,
3800,3,80,-50,3,0,
4000,1,40,-20,1,0,
4000,1,50,-220,2,0,
4000,1,60,-20,3,0,
4300,5,0,0,1,0,
fin
