100,2,30,-50,1,280000,
100,2,70,-40,1,270000,
200,2,40,-50,1,260000,
200,2,60,-40,1,250000,
300,2,33,-50,1,270000,
300,2,66,-40,1,270000,
400,2,30,-50,1,270000,
400,2,35,-40,1,280000,
400,2,50,-50,1,270000,
400,2,60,-40,1,260000,
400,2,65,-50,1,250000,
400,2,70,-40,1,270000,
500,2,33,-50,1,270000,
500,2,66,-40,1,270000,
600,2,30,-50,1,270000,
600,2,35,-40,2,280000,
600,2,50,-50,1,270000,
600,2,60,-40,1,260000,
600,2,65,-50,2,250000,
600,2,70,-40,1,270000,
700,2,33,-50,1,270000,
700,2,66,-40,2,270000,
800,2,30,-50,1,270000,
800,2,35,-40,2,280000,
800,2,50,-50,1,270000,
800,2,60,-40,2,260000,
800,2,65,-50,1,250000,
800,2,70,-40,2,270000,
900,2,33,-50,2,270000,
900,2,66,-40,2,270000,
1000,1,33,-50,1,0,
1000,1,66,-50,3,0,
1100,2,33,-50,2,260000
1100,2,66,-40,2,270000
1100,0,50,-50,6,1,
1200,2,33,-50,2,280000,
1200,2,66,-40,2,270000,
1300,3,20,-50,2,0,
1300,3,35,-20,2,0,
1300,3,50,-40,2,0,
1300,3,65,-20,2,0,
1300,3,80,-50,2,0,
1400,2,33,-50,2,260000,
1400,2,66,-40,2,280000,
1400,0,50,-50,6,1,
1500,2,33,-50,2,270000,
1500,2,66,-40,2,270000,
1600,3,20,-50,2,0,
1600,3,35,-20,2,0,
1600,3,50,-40,2,0,
1600,3,65,-20,2,0,
1600,3,80,-50,2,0,
1700,2,33,-50,3,280000,
1700,2,66,-40,3,270000,
1800,2,33,-50,3,260000,
1800,2,66,-40,3,250000,
1900,0,50,-50,6,1,
1900,2,33,-50,3,270000,
1900,2,66,-40,3,270000,
2000,1,33,-50,2,0,
2000,1,66,-50,3,0,
2100,2,33,-50,3,280000,
2100,2,66,-40,3,270000,
2200,2,40,-50,3,260000,
2200,2,80,-40,3,265000,
2300,3,20,-50,2,0,
2300,3,35,-20,2,0,
2300,3,50,-40,2,0,
2300,3,65,-20,2,0,
2300,3,80,-50,2,0,
2400,2,40,-50,2,270000,
2400,2,80,-40,2,270000,
2400,0,50,-50,6,1,
2500,2,35,-50,2,270000,
2500,2,75,-40,2,270000,
2600,3,20,-50,2,0,
2600,3,35,-20,2,0,
2600,3,50,-40,2,0,
2600,3,65,-20,2,0,
2600,3,80,-50,2,0
2700,0,33,-50,6,1,
2700,2,60,-40,2,280000,
2700,2,75,-50,2,270000,
2800,2,33,-50,2,260000,
2800,2,66,-40,2,265000,
2900,2,33,-50,2,270000,
2900,2,66,-40,2,270000,
3000,1,33,-50,1,0,
3000,1,66,-50,2,0,
3100,2,33,-50,1,270000,
3100,2,66,-40,1,270000,
3200,0,66,-50,6,1,
3200,2,35,-40,1,280000,
3200,2,45,-50,1,270000,
3300,2,33,-50,1,260000,
3300,2,66,-40,1,265000,
3400,2,30,-50,1,270000,
3400,2,35,-40,2,280000,
3400,2,50,-50,1,270000,
3400,2,60,-40,1,260000,
3400,2,65,-50,2,250000,
3400,2,70,-40,1,270000,
3500,2,33,-50,1,270000,
3500,2,66,-40,1,260000,
3600,2,33,-50,1,250000,
3600,2,66,-40,1,270000,
3600,2,30,-50,1,270000,
3600,2,35,-40,2,280000,
3600,2,50,-50,1,270000,
3600,2,60,-40,1,260000,
3600,2,65,-50,2,250000,
3600,2,70,-40,1,270000,
3700,2,33,-50,1,280000,
3700,2,66,-40,1,270000,
3800,2,33,-50,1,260000,
3800,2,66,-40,1,250000,
3900,2,33,-50,1,270000,
3900,2,66,-40,1,270000,
4000,1,40,-20,1,0,
4000,1,50,-220,2,0,
4000,1,60,-20,3,0,
4300,5,0,0,3,0,
